0	0
0.02627	0
0.05254	0
0.07881	0
0.10508	0
0.13135	0
0.15762	0
0.18389	0
0.21016	0
0.23643	0
0.2627	0
0.28897	0
0.31524	0
0.34151	0
0.36778	0
0.39405	0
0.42032	0
0.44659	0
0.47286	0
0.49913	0
0.5254	0
0.55167	0
0.57794	0
0.60421	0
0.63048	0
0.65675	0
0.68302	0
0.70929	0
0.73556	0
0.76183	0
0.7881	0
0.81437	0
0.84064	0
0.86691	0
0.89318	0
0.91945	0
0.94572	0
0.97199	0
0.99826	0
1.02453	0
1.0508	0
1.07707	0
1.10334	0
1.12961	0
1.15588	0
1.18215	0
1.20842	0
1.23469	0
1.26096	0
1.28723	0
1.3135	0
1.33977	0
1.36604	0
1.39231	0
1.41858	0
1.44485	0
1.47112	0
1.49739	0
1.52366	0
1.54993	0
1.5762	0
1.60247	0
1.62874	0
1.65501	0
1.68128	0
1.70755	0
1.73382	0
1.76009	0
1.78636	0
1.81263	0
1.8389	0
1.86517	0
1.89144	0
1.91771	0
1.94398	0
1.97025	0
1.99652	0
2.02279	0
2.04906	0
2.07533	0
2.1016	0
2.12787	0
2.15414	0
2.18041	0
2.20668	0
2.23295	0
2.25922	0
2.28549	0
2.31176	0
2.33803	0
2.3643	0
2.39057	0
2.41684	0
2.44311	0
2.46938	0
2.49565	0
2.52192	0
2.54819	0
2.57446	0
2.60073	0
2.627	0
2.65327	0
2.67954	0
2.70581	0
2.73208	0
2.75835	0
2.78462	0
2.81089	0
2.83716	0
2.86343	0
2.8897	0
2.91597	0
2.94224	0
2.96851	0
2.99478	0
3.02105	0
3.04732	0
3.07359	0
3.09986	0
3.12613	0
3.1524	0
3.17867	0
3.20494	0
3.23121	0
3.25748	0
3.28375	0
3.31002	0
3.33629	0
3.36256	0
3.38883	0
3.4151	0
3.44137	0
3.46764	0
3.49391	0
3.52018	0
3.54645	0
3.57272	0
3.59899	0
3.62526	0
3.65153	0
3.6778	0
3.70407	0
3.73034	0
3.75661	0
3.78288	0
3.80915	0
3.83542	0
3.86169	0
3.88796	0
3.91423	0
3.9405	0
3.96677	0
3.99304	0
4.01931	0
4.04558	0
4.07185	0
4.09812	0
4.12439	0
4.15066	0
4.17693	0
4.2032	0
4.22947	0
4.25574	0
4.28201	0
4.30828	0
4.33455	0
4.36082	0
4.38709	0
4.41336	0
4.43963	0
4.4659	0
4.49217	0
4.51844	0
4.54471	0
4.57098	0
4.59725	0
4.62352	0
4.64979	0
4.67606	0
4.70233	0
4.7286	0
4.75487	0
4.78114	0
4.80741	0
4.83368	0
4.85995	0
4.88622	0
4.91249	0
4.93876	0
4.96503	0
4.9913	0
5.01757	0
5.04384	0
5.07011	0
5.09638	0
5.12265	7.0294
5.14892	12.0448
5.17519	12.4972
5.20146	12.9756
5.22773	13.482
5.254	14.0186
5.28027	14.588
5.30654	15.1927
5.33281	15.8358
5.35908	16.5206
5.38535	17.2508
5.41162	18.0304
5.43789	18.8642
5.46416	19.7571
5.49043	20.715
5.5167	21.7441
5.54297	22.852
5.56924	24.0466
5.59551	25.3374
5.62178	33.4843
5.64805	35.2517
5.67432	37.1661
5.70059	39.2445
5.72686	41.5065
5.75313	43.9749
5.7794	46.6759
5.80567	49.6403
5.83194	52.9041
5.85821	56.5098
5.88448	60.5078
5.91075	64.9584
5.93702	69.9337
5.96329	75.5214
5.98956	81.8282
6.01583	88.9854
6.0421	97.1563
6.06837	106.546
6.09464	117.413
6.12091	130.091
6.14718	145.015
6.17345	162.756
6.19972	184.085
6.22599	210.054
6.25226	242.134
6.27853	282.43
6.3048	334.038
6.33107	401.657
6.35734	492.691
6.38361	619.382
6.40988	803.691
6.43615	1090.99
6.46242	1587.52
6.48869	2529.38
6.51496	4316.14
6.54123	7213.87
6.5675	9871.19
6.59377	10000
6.62004	8291.54
6.64631	5460.96
6.67258	3250.41
6.69885	2005.8
6.72512	1360.62
6.75139	1016.63
6.77766	820.089
6.80393	705.065
6.8302	644.077
6.85647	626.18
6.88274	650.311
6.90901	725.438
6.93528	878.375
6.96155	1179.9
6.98782	1797.57
7.01409	3024.09
7.04036	5070.59
7.06663	6912.3
7.0929	6015.42
7.11917	3758.34
7.14544	2158
7.17171	1295.65
7.19798	857.224
7.22425	617.875
7.25052	470.95
7.27679	372.596
7.30306	303.138
7.32933	252.184
7.3556	213.644
7.38187	183.741
7.40814	160.033
7.43441	140.887
7.46068	125.176
7.48695	112.106
7.51322	101.1
7.53949	91.7321
7.56576	83.6837
7.59203	76.7101
7.6183	70.6219
7.64457	65.2705
7.67084	60.5377
7.69711	56.3285
7.72338	52.5658
7.74965	49.1865
7.77592	46.1385
7.80219	43.3784
7.82846	40.87
7.85473	38.5825
7.881	36.4899
7.90727	34.57
7.93354	32.8036
7.95981	31.1745
7.98608	29.6682
8.01235	28.2725
8.03862	20.1965
8.06489	19.226
8.09116	13.6586
8.11743	12.9822
8.1437	12.3548
8.16997	11.7718
8.19624	11.229
8.22251	10.7229
8.24878	10.2503
8.27505	9.80824
8.30132	9.39414
8.32759	9.00571
8.35386	8.64087
8.38013	8.29775
8.4064	7.97466
8.43267	7.67007
8.45894	7.3826
8.48521	7.11098
8.51148	6.85408
8.53775	6.61084
8.56402	0
8.59029	0
8.61656	0
8.64283	0
8.6691	0
8.69537	0
8.72164	0
8.74791	0
8.77418	0
8.80045	0
8.82672	0
8.85299	0
8.87926	0
8.90553	0
8.9318	0
8.95807	0
8.98434	0
9.01061	0
9.03688	0
9.06315	0
9.08942	0
9.11569	0
9.14196	0.0289784
9.16823	0.0300603
9.1945	0.0312039
9.22077	0.032414
9.24704	0.0336959
9.27331	0.0350553
9.29958	0.0364986
9.32585	0.0380329
9.35212	0.0396659
9.37839	0.0414063
9.40466	0.0432638
9.43093	0.0452491
9.4572	0.0473741
9.48347	8.68562
9.50974	9.00638
9.53601	9.34524
9.56228	9.70361
9.58855	10.083
9.61482	10.4851
9.64109	10.9117
9.66736	11.3649
9.69363	13.9782
9.7199	14.5714
9.74617	15.2033
9.77244	16.4617
9.79871	17.2035
9.82498	17.9969
9.85125	18.8466
9.87752	19.7584
9.90379	20.7382
9.93006	21.7933
9.95633	22.9315
