TwoTheta	Intensity
32.5566	315.0502182
32.5828	348.8966224
32.6091	328.7975553
32.6354	314.442079
32.6616	279.3220032
32.6879	261.830079
32.7142	224.2231268
32.7405	203.6131695
32.7667	202.7603396
32.793	180.03357
32.8193	170.5947214
32.8455	176.5445625
32.8718	162.9783844
32.8981	168.2737815
32.9244	167.3547252
32.9506	171.2772188
32.9769	161.0921565
33.0032	183.2337664
33.0295	159.6315735
33.0557	174.2365947
33.082	158.859764
33.1083	160.3766052
33.1345	171.901786
33.1608	161.6589
33.1871	174.9292041
33.2134	173.3407346
33.2396	147.1517092
33.2659	155.5846143
33.2922	158.8370862
33.3184	160.3614592
33.3447	164.9895756
33.371	155.742457
33.3973	168.0218163
33.4235	176.5095035
33.4498	157.8496062
33.4761	169.8242553
33.5024	149.3536992
33.5286	154.3656744
33.5549	154.4867596
33.5812	154.977238
33.6074	159.971224
33.6337	167.832163
33.66	164.79936
33.6863	143.166775
33.7125	162.9325125
33.7388	156.04195
33.7651	160.384225
33.7913	149.5940851
33.8176	168.749824
33.8439	159.7093641
33.8702	169.689702
33.8964	160.2960756
33.9227	154.0769034
33.949	159.831892
33.9753	175.8901281
34.0015	162.2211565
34.0278	168.0292764
34.0541	152.5283139
34.0803	161.881425
34.1066	162.347416
34.1329	158.2059915
34.1592	150.1638432
34.1854	179.131496
34.2117	166.7820375
34.238	172.251378
34.2642	169.5392616
34.2905	172.892701
34.3168	173.0253056
34.3431	164.5721352
34.3693	161.8106644
34.3956	159.423606
34.4219	159.9241474
34.4482	158.978443
34.4744	157.6514312
34.5007	161.3597739
34.527	165.073587
34.5532	158.0117836
34.5795	175.4218035
34.6058	150.6736532
34.6321	155.84445
34.6583	149.8278309
34.6846	153.5487242
34.7109	163.8007371
34.7371	158.5053873
34.7634	142.3213596
34.7897	158.3627144
34.816	143.616
34.8422	168.0439306
34.8685	143.100324
34.8948	163.5868224
34.9211	156.4116069
34.9473	159.4645299
34.9736	158.4653816
34.9999	157.149551
35.0261	161.2601644
35.0524	145.3272504
35.0787	144.6996375
35.105	160.886215
35.1312	164.6950656
35.1575	160.4236725
35.1838	154.6679848
35.21	148.90309
35.2363	168.4647503
35.2626	154.273875
35.2889	141.8966669
35.3151	179.8951194
35.3414	155.7142084
35.3677	158.4119283
35.394	156.689238
35.4202	152.0234984
35.4465	165.7832805
35.4728	153.7036424
35.499	167.874771
35.5253	167.2531124
35.5516	159.2356164
35.5779	144.9087867
35.6041	150.2136979
35.6304	164.434296
35.6567	151.540975
35.6829	160.216221
35.7092	148.0503432
35.7355	151.1254295
35.7618	148.2684228
35.788	152.850548
35.8143	138.7804125
35.8406	145.2261112
35.8669	162.9074598
35.8931	160.4062639
35.9194	150.7896412
35.9457	143.7828
35.9719	155.5065237
35.9982	157.852107
36.0245	151.9873655
36.0508	154.3334748
36.077	141.674379
36.1033	153.439025
36.1296	158.428296
36.1558	162.7011
36.1821	155.2935732
36.2084	158.773834
36.2347	171.752478
36.2609	173.0007539
36.2872	161.0425936
36.3135	155.857542
36.3398	158.2234892
36.366	166.301718
36.3923	155.031198
36.4186	157.8017938
36.4448	164.0016
36.4711	154.2362819
36.4974	152.4496398
36.5237	144.1955676
36.5499	162.9394542
36.5762	160.7889752
36.6025	144.140645
36.6287	169.7740245
36.655	153.87769
36.6813	159.7103802
36.7076	156.0073
36.7338	149.6167674
36.7601	156.598026
36.7864	152.111764
36.8127	152.9935812
36.8389	160.3965706
36.8652	159.7369116
36.8915	145.278727
36.9177	149.5905204
36.944	154.315088
36.9703	157.493478
36.9966	164.1909108
37.0228	143.46335
37.0491	167.8694721
37.0754	159.4983708
37.1016	153.8232336
37.1279	142.7196476
37.1542	163.3298632
37.1805	175.8265845
37.2067	159.2818827
37.233	154.368018
37.2593	159.5070633
37.2856	157.3079464
37.3118	147.3069864
37.3381	163.7275685
37.3644	158.7987
37.3906	149.188494
37.4169	172.6789935
37.4432	153.6668928
37.4695	150.252695
37.4957	152.3450291
37.522	148.924818
37.5483	155.6752518
37.5745	172.2039335
37.6008	162.9242664
37.6271	160.291446
37.6534	155.320275
37.6796	151.5096716
37.7059	162.2107818
37.7322	169.417578
37.7585	161.2665535
37.7847	171.9959544
37.811	179.60225
37.8373	171.4408063
37.8635	171.5595185
37.8898	193.0106412
37.9161	182.0731122
37.9424	176.2803904
37.9686	172.8330672
37.9949	184.0472956
38.0212	169.4985096
38.0474	184.6820796
38.0737	196.3079972
38.1	177.8127
38.1263	203.3275579
38.1525	200.300625
38.1788	195.66635
38.2051	179.8696108
38.2314	176.820225
38.2576	188.4951952
38.2839	195.8221485
38.3102	191.167898
38.3364	182.481264
38.3627	203.8210251
38.389	222.732978
38.4153	232.4893956
38.4415	247.0635205
38.4678	282.5075232
38.4941	285.8956807
38.5204	322.223146
38.5466	351.352259
38.5729	357.185054
38.5992	359.4743496
